city,zone,rainfall_mm,drainage_capacity,population_density,traffic_index,road_condition_rating,critical_infrastructure_count,rainfall,drainage_capacity_pct,population,traffic,road_condition,critical_infrastructure,drainage_overflow_ratio,road_vulnerability,flood_risk_score,flood_risk_target,target
Kolkata,Central Avenue,126.14,50.57,71347,49.96,2.25,8,126.14,50.57,71347,49.96,2.25,8,2.4942,0.7751,0.98,1,1
Kolkata,Park Street Canal,49.37,18.66,69560,52.34,7.44,5,49.37,18.66,69560,52.34,7.44,5,2.6465,0.2564,0.98,1,1
Kolkata,Central Avenue,115.81,44.67,106216,68.83,5.51,7,115.81,44.67,106216,68.83,5.51,7,2.5924,0.4492,0.98,1,1
Kolkata,Central Avenue,69.29,29.86,68751,84.98,3.11,7,69.29,29.86,68751,84.98,3.11,7,2.3203,0.6892,0.98,1,1
Kolkata,Ultadanga Subway,102.51,52.05,63654,49.68,5.32,4,102.51,52.05,63654,49.68,5.32,4,1.9696,0.4682,0.98,1,1
Kolkata,Ultadanga Subway,140.98,28.23,51684,80.97,3.39,6,140.98,28.23,51684,80.97,3.39,6,4.9934,0.6608,0.98,1,1
Kolkata,Park Street Canal,22.75,27.95,71777,76.67,6.66,6,22.75,27.95,71777,76.67,6.66,6,0.8138,0.3342,0.6276,1,1
Kolkata,Park Street Canal,43.74,46.16,63783,80.11,3.2,7,43.74,46.16,63783,80.11,3.2,7,0.9476,0.6797,0.7919,1,1
Kolkata,Central Avenue,31.63,42.27,89754,50.33,7.48,4,31.63,42.27,89754,50.33,7.48,4,0.7484,0.2517,0.5136,0,0
Kolkata,MG Road,74.1,15.62,99345,84.57,4.65,4,74.1,15.62,99345,84.57,4.65,4,4.7451,0.5345,0.98,1,1
Kolkata,MG Road,100.45,47.59,93477,58.91,5.65,8,100.45,47.59,93477,58.91,5.65,8,2.1107,0.4349,0.98,1,1
Kolkata,MG Road,88.26,40.38,46663,62.05,5.01,7,88.26,40.38,46663,62.05,5.01,7,2.186,0.4993,0.98,1,1
Kolkata,Central Avenue,31.19,51.01,40553,64.11,2.79,6,31.19,51.01,40553,64.11,2.79,6,0.6115,0.7212,0.5457,0,0
Kolkata,MG Road,101.31,57.57,103922,56.92,6.16,5,101.31,57.57,103922,56.92,6.16,5,1.7599,0.384,0.98,1,1
Kolkata,MG Road,99.05,43.52,101117,65.79,2.23,6,99.05,43.52,101117,65.79,2.23,6,2.2762,0.7766,0.98,1,1
Kolkata,Central Avenue,31.18,20.68,55256,66.65,4.74,7,31.18,20.68,55256,66.65,4.74,7,1.5074,0.5256,0.9496,1,1
Delhi,Yamuna Floodplain,137.88,55.47,76063,85.87,3.59,3,137.88,55.47,76063,85.87,3.59,3,2.4857,0.6409,0.98,1,1
Delhi,ITO Lowlands,87.26,66.81,63298,91.34,5.77,9,87.26,66.81,63298,91.34,5.77,9,1.3061,0.4234,0.9593,1,1
Delhi,Yamuna Floodplain,64.92,56.64,41316,67.88,4.2,9,64.92,56.64,41316,67.88,4.2,9,1.1461,0.5799,0.8127,1,1
Delhi,Nizamuddin Drain,35.3,74.3,70519,68.62,3.44,5,35.3,74.3,70519,68.62,3.44,5,0.475,0.6562,0.5542,1,1
Delhi,Nizamuddin Drain,93.33,64.69,46681,71.92,4.59,4,93.33,64.69,46681,71.92,4.59,4,1.4428,0.5408,0.98,1,1
Delhi,Yamuna Floodplain,109.34,40.06,67291,55.9,5.89,6,109.34,40.06,67291,55.9,5.89,6,2.7295,0.4108,0.98,1,1
Delhi,Nizamuddin Drain,110.19,61.44,36626,73.0,6.65,7,110.19,61.44,36626,73.0,6.65,7,1.7934,0.3349,0.98,1,1
Delhi,Yamuna Floodplain,50.69,44.37,62932,86.64,4.16,6,50.69,44.37,62932,86.64,4.16,6,1.1425,0.5837,0.9171,1,1
Delhi,Nizamuddin Drain,147.78,25.94,45625,63.71,4.39,3,147.78,25.94,45625,63.71,4.39,3,5.6964,0.5611,0.98,1,1
Delhi,Minto Bridge Underpass,19.54,22.65,66121,87.72,3.21,5,19.54,22.65,66121,87.72,3.21,5,0.8628,0.6792,0.7246,1,1
Delhi,Minto Bridge Underpass,108.57,33.88,24837,80.04,3.77,5,108.57,33.88,24837,80.04,3.77,5,3.2049,0.623,0.98,1,1
Delhi,ITO Lowlands,137.79,24.11,80739,58.74,6.51,8,137.79,24.11,80739,58.74,6.51,8,5.7162,0.3491,0.98,1,1
Delhi,Nizamuddin Drain,61.28,70.12,53367,92.51,7.88,7,61.28,70.12,53367,92.51,7.88,7,0.8739,0.2124,0.6479,1,1
Delhi,ITO Lowlands,99.82,71.19,99878,70.89,5.06,8,99.82,71.19,99878,70.89,5.06,8,1.4023,0.4939,0.98,1,1
Delhi,Yamuna Floodplain,45.88,26.62,60475,76.67,4.73,3,45.88,26.62,60475,76.67,4.73,3,1.7231,0.5272,0.98,1,1
Delhi,Nizamuddin Drain,33.75,23.36,40827,95.9,5.26,8,33.75,23.36,40827,95.9,5.26,8,1.4445,0.4741,0.98,1,1
Delhi,Nizamuddin Drain,67.3,26.33,34327,95.35,3.0,5,67.3,26.33,34327,95.35,3.0,5,2.5558,0.6999,0.98,1,1
Delhi,Nizamuddin Drain,66.76,45.05,75512,93.26,6.24,4,66.76,45.05,75512,93.26,6.24,4,1.4821,0.3756,0.98,1,1
Delhi,Yamuna Floodplain,31.65,46.26,20390,74.16,3.56,5,31.65,46.26,20390,74.16,3.56,5,0.6843,0.6444,0.5817,1,1
Delhi,Yamuna Floodplain,106.61,22.09,37027,59.61,3.29,3,106.61,22.09,37027,59.61,3.29,3,4.8253,0.6707,0.98,1,1
Delhi,Minto Bridge Underpass,95.12,67.96,89922,55.36,4.27,6,95.12,67.96,89922,55.36,4.27,6,1.3997,0.5729,0.9298,1,1
Delhi,Minto Bridge Underpass,94.77,28.16,20507,90.42,5.79,5,94.77,28.16,20507,90.42,5.79,5,3.3653,0.4208,0.98,1,1
Delhi,Minto Bridge Underpass,63.13,53.79,72774,93.22,6.78,9,63.13,53.79,72774,93.22,6.78,9,1.1736,0.3224,0.8258,1,1
Delhi,ITO Lowlands,78.19,54.66,59133,66.55,4.53,9,78.19,54.66,59133,66.55,4.53,9,1.4306,0.5465,0.98,1,1
Delhi,Minto Bridge Underpass,107.02,37.77,95609,94.66,3.89,8,107.02,37.77,95609,94.66,3.89,8,2.8335,0.6114,0.98,1,1
Delhi,Minto Bridge Underpass,83.83,51.94,60696,91.17,3.75,6,83.83,51.94,60696,91.17,3.75,6,1.6141,0.6254,0.98,1,1
Delhi,ITO Lowlands,98.36,38.8,37653,53.96,7.07,3,98.36,38.8,37653,53.96,7.07,3,2.5351,0.2928,0.98,1,1
Delhi,ITO Lowlands,102.09,40.95,38690,58.71,5.3,8,102.09,40.95,38690,58.71,5.3,8,2.4928,0.4703,0.98,1,1
Delhi,Yamuna Floodplain,139.49,65.95,90211,59.17,4.32,4,139.49,65.95,90211,59.17,4.32,4,2.1153,0.5678,0.98,1,1
Delhi,Nizamuddin Drain,143.76,45.64,75798,77.53,5.07,9,143.76,45.64,75798,77.53,5.07,9,3.1501,0.4929,0.98,1,1
Delhi,ITO Lowlands,33.54,42.83,98002,78.78,5.86,7,33.54,42.83,98002,78.78,5.86,7,0.7831,0.4142,0.7224,1,1
Delhi,Yamuna Floodplain,119.21,48.79,97606,67.2,6.13,5,119.21,48.79,97606,67.2,6.13,5,2.4434,0.3873,0.98,1,1
Delhi,Minto Bridge Underpass,30.44,60.83,93762,52.35,4.99,7,30.44,60.83,93762,52.35,4.99,7,0.5005,0.5011,0.519,0,0
Delhi,Minto Bridge Underpass,82.31,23.41,49831,76.4,5.83,3,82.31,23.41,49831,76.4,5.83,3,3.5159,0.417,0.98,1,1
Delhi,Nizamuddin Drain,46.91,26.24,26470,54.51,3.22,3,46.91,26.24,26470,54.51,3.22,3,1.7874,0.678,0.98,1,1
Delhi,Nizamuddin Drain,16.52,72.03,29837,70.9,5.26,4,16.52,72.03,29837,70.9,5.26,4,0.2293,0.4742,0.4062,0,0
Delhi,Nizamuddin Drain,150.72,63.81,78861,73.85,4.23,3,150.72,63.81,78861,73.85,4.23,3,2.3621,0.5771,0.98,1,1
Delhi,Yamuna Floodplain,145.7,27.84,85066,75.52,3.38,6,145.7,27.84,85066,75.52,3.38,6,5.2335,0.6616,0.98,1,1
Delhi,Minto Bridge Underpass,105.87,55.3,66751,72.52,5.08,6,105.87,55.3,66751,72.52,5.08,6,1.9145,0.4923,0.98,1,1
Delhi,Yamuna Floodplain,24.07,72.62,99823,94.31,3.57,7,24.07,72.62,99823,94.31,3.57,7,0.3315,0.6426,0.5747,1,1
Delhi,Yamuna Floodplain,34.24,22.8,45425,86.69,6.39,9,34.24,22.8,45425,86.69,6.39,9,1.5015,0.3612,0.98,1,1
Delhi,Nizamuddin Drain,20.4,35.43,89322,88.81,4.62,4,20.4,35.43,89322,88.81,4.62,4,0.5758,0.5375,0.5841,1,1
Delhi,ITO Lowlands,147.51,60.16,29943,68.37,5.05,9,147.51,60.16,29943,68.37,5.05,9,2.4518,0.4952,0.98,1,1
Delhi,Minto Bridge Underpass,57.79,60.2,22962,74.01,3.34,8,57.79,60.2,22962,74.01,3.34,8,0.96,0.666,0.7769,1,1
Delhi,Yamuna Floodplain,146.88,68.96,91138,71.14,6.38,8,146.88,68.96,91138,71.14,6.38,8,2.13,0.3621,0.98,1,1
Delhi,Nizamuddin Drain,100.49,62.29,28876,56.12,3.79,9,100.49,62.29,28876,56.12,3.79,9,1.6133,0.6206,0.98,1,1
Delhi,ITO Lowlands,135.78,69.89,91576,68.82,4.77,5,135.78,69.89,91576,68.82,4.77,5,1.9429,0.5228,0.98,1,1
Delhi,Minto Bridge Underpass,94.23,71.63,23729,76.48,3.81,3,94.23,71.63,23729,76.48,3.81,3,1.3156,0.6193,0.9631,1,1
Delhi,Minto Bridge Underpass,89.15,51.37,23159,84.14,3.13,4,89.15,51.37,23159,84.14,3.13,4,1.7355,0.6874,0.98,1,1
Delhi,Minto Bridge Underpass,47.35,58.22,54924,68.97,3.98,7,47.35,58.22,54924,68.97,3.98,7,0.8132,0.6021,0.7042,1,1
Delhi,Yamuna Floodplain,73.0,37.45,32021,69.28,6.0,3,73.0,37.45,32021,69.28,6.0,3,1.9491,0.4004,0.98,1,1
Delhi,Yamuna Floodplain,80.96,35.71,20901,51.1,5.92,5,80.96,35.71,20901,51.1,5.92,5,2.2672,0.4076,0.98,1,1
Delhi,Minto Bridge Underpass,92.06,23.35,91186,78.78,5.75,7,92.06,23.35,91186,78.78,5.75,7,3.9427,0.4247,0.98,1,1
Delhi,Yamuna Floodplain,38.07,21.24,24603,55.6,5.94,4,38.07,21.24,24603,55.6,5.94,4,1.7923,0.406,0.98,1,1
Delhi,Yamuna Floodplain,125.85,43.63,73775,63.6,4.28,4,125.85,43.63,73775,63.6,4.28,4,2.8844,0.5721,0.98,1,1
Delhi,Nizamuddin Drain,123.07,41.16,60581,77.12,3.34,3,123.07,41.16,60581,77.12,3.34,3,2.99,0.6663,0.98,1,1
Delhi,Nizamuddin Drain,35.36,59.77,67645,82.89,5.89,6,35.36,59.77,67645,82.89,5.89,6,0.5916,0.4105,0.6383,1,1
Delhi,Nizamuddin Drain,102.86,56.79,66216,63.5,4.33,9,102.86,56.79,66216,63.5,4.33,9,1.8113,0.567,0.98,1,1
Delhi,Minto Bridge Underpass,89.71,58.89,23332,75.97,6.32,4,89.71,58.89,23332,75.97,6.32,4,1.5234,0.3685,0.8993,1,1
Delhi,Yamuna Floodplain,135.8,22.71,27533,52.63,3.69,5,135.8,22.71,27533,52.63,3.69,5,5.9807,0.6312,0.98,1,1
Delhi,Minto Bridge Underpass,139.16,21.35,78531,73.0,6.37,4,139.16,21.35,78531,73.0,6.37,4,6.5169,0.3626,0.98,1,1
Delhi,Nizamuddin Drain,39.99,73.71,33798,53.85,4.93,4,39.99,73.71,33798,53.85,4.93,4,0.5425,0.507,0.4999,0,0
Delhi,Minto Bridge Underpass,136.74,28.33,20798,94.42,4.97,3,136.74,28.33,20798,94.42,4.97,3,4.8274,0.5032,0.98,1,1
Delhi,Minto Bridge Underpass,82.14,37.17,49265,59.5,4.57,7,82.14,37.17,49265,59.5,4.57,7,2.2097,0.5434,0.98,1,1
Delhi,Minto Bridge Underpass,66.95,20.37,20893,59.14,6.92,3,66.95,20.37,20893,59.14,6.92,3,3.2861,0.3083,0.98,1,1
Delhi,Minto Bridge Underpass,119.42,27.87,25586,93.99,4.88,5,119.42,27.87,25586,93.99,4.88,5,4.2844,0.5117,0.98,1,1
Delhi,Yamuna Floodplain,18.93,46.74,40711,87.37,3.41,6,18.93,46.74,40711,87.37,3.41,6,0.405,0.6588,0.6558,1,1
Delhi,Yamuna Floodplain,132.79,67.15,30785,62.59,7.56,4,132.79,67.15,30785,62.59,7.56,4,1.9776,0.2441,0.98,1,1
Delhi,Minto Bridge Underpass,132.03,38.05,21462,73.03,6.23,4,132.03,38.05,21462,73.03,6.23,4,3.4699,0.3771,0.98,1,1
Delhi,Nizamuddin Drain,124.74,67.38,26221,70.49,3.42,8,124.74,67.38,26221,70.49,3.42,8,1.8514,0.6579,0.98,1,1
Delhi,Nizamuddin Drain,43.69,71.9,42706,93.5,4.56,5,43.69,71.9,42706,93.5,4.56,5,0.6077,0.5435,0.5776,1,1
Delhi,ITO Lowlands,46.08,68.02,40213,64.13,7.3,3,46.08,68.02,40213,64.13,7.3,3,0.6775,0.2702,0.5257,0,0
Delhi,Minto Bridge Underpass,41.13,24.85,88694,57.74,7.18,7,41.13,24.85,88694,57.74,7.18,7,1.6554,0.2818,0.98,1,1
Delhi,Yamuna Floodplain,83.09,53.24,31695,88.12,7.15,6,83.09,53.24,31695,88.12,7.15,6,1.5607,0.2852,0.98,1,1
Delhi,Minto Bridge Underpass,25.07,66.14,54159,82.06,4.81,3,25.07,66.14,54159,82.06,4.81,3,0.3791,0.5185,0.4413,0,0
Delhi,ITO Lowlands,68.31,68.75,90990,53.26,4.75,4,68.31,68.75,90990,53.26,4.75,4,0.9936,0.5251,0.7309,1,1
Delhi,Nizamuddin Drain,43.33,58.24,67662,89.72,3.66,7,43.33,58.24,67662,89.72,3.66,7,0.744,0.6339,0.7395,1,1
Delhi,ITO Lowlands,46.56,49.02,43649,57.7,5.31,9,46.56,49.02,43649,57.7,5.31,9,0.9498,0.4687,0.7357,1,1
Delhi,Minto Bridge Underpass,27.43,42.87,73639,68.25,5.37,7,27.43,42.87,73639,68.25,5.37,7,0.6398,0.463,0.6541,1,1
Delhi,Yamuna Floodplain,76.92,42.59,34626,91.17,7.27,3,76.92,42.59,34626,91.17,7.27,3,1.8061,0.2734,0.98,1,1
Delhi,Minto Bridge Underpass,75.5,34.12,56993,92.82,6.3,8,75.5,34.12,56993,92.82,6.3,8,2.213,0.3696,0.98,1,1
Delhi,Nizamuddin Drain,63.83,51.39,46312,69.26,4.1,3,63.83,51.39,46312,69.26,4.1,3,1.242,0.5902,0.8445,1,1
Delhi,Minto Bridge Underpass,140.85,66.41,76597,87.82,6.76,5,140.85,66.41,76597,87.82,6.76,5,2.1207,0.3236,0.98,1,1
Delhi,Yamuna Floodplain,43.15,58.81,31523,61.14,3.37,5,43.15,58.81,31523,61.14,3.37,5,0.7338,0.6635,0.6194,1,1
Delhi,Nizamuddin Drain,111.67,32.9,48899,92.22,3.54,4,111.67,32.9,48899,92.22,3.54,4,3.3946,0.646,0.98,1,1
Delhi,ITO Lowlands,74.66,60.65,57052,73.41,7.31,9,74.66,60.65,57052,73.41,7.31,9,1.2311,0.2693,0.8373,1,1
Delhi,ITO Lowlands,11.42,62.79,61785,51.73,7.04,4,11.42,62.79,61785,51.73,7.04,4,0.1818,0.296,0.32,0,0
Delhi,ITO Lowlands,67.01,67.46,87356,82.49,4.73,5,67.01,67.46,87356,82.49,4.73,5,0.9933,0.5272,0.7339,1,1
Delhi,Minto Bridge Underpass,67.7,32.91,58871,53.16,7.96,8,67.7,32.91,58871,53.16,7.96,8,2.057,0.2041,0.98,1,1
Delhi,Minto Bridge Underpass,36.44,43.55,61910,60.3,4.82,7,36.44,43.55,61910,60.3,4.82,7,0.8369,0.5184,0.6619,1,1
Delhi,ITO Lowlands,149.78,64.43,78866,65.19,3.53,9,149.78,64.43,78866,65.19,3.53,9,2.3246,0.6466,0.98,1,1
Delhi,ITO Lowlands,52.62,37.62,66040,88.84,7.58,5,52.62,37.62,66040,88.84,7.58,5,1.3987,0.2421,0.8771,1,1
Delhi,Nizamuddin Drain,50.56,37.95,46081,91.83,3.95,6,50.56,37.95,46081,91.83,3.95,6,1.3323,0.6049,0.953,1,1
Delhi,Yamuna Floodplain,132.93,29.28,20060,72.21,4.06,6,132.93,29.28,20060,72.21,4.06,6,4.5392,0.5939,0.98,1,1
Delhi,Yamuna Floodplain,129.61,47.64,52016,87.7,7.44,6,129.61,47.64,52016,87.7,7.44,6,2.7208,0.2559,0.98,1,1
Delhi,ITO Lowlands,63.92,41.63,98863,57.35,6.46,4,63.92,41.63,98863,57.35,6.46,4,1.5353,0.3544,0.98,1,1
Delhi,ITO Lowlands,54.37,47.68,25269,84.02,6.23,8,54.37,47.68,25269,84.02,6.23,8,1.1403,0.3772,0.8059,1,1
Delhi,Minto Bridge Underpass,63.96,42.74,90934,93.74,4.05,9,63.96,42.74,90934,93.74,4.05,9,1.4964,0.5951,0.98,1,1
Delhi,Nizamuddin Drain,148.66,60.41,69699,58.24,4.96,3,148.66,60.41,69699,58.24,4.96,3,2.4608,0.5039,0.98,1,1
Delhi,ITO Lowlands,25.54,73.97,60860,65.76,6.14,9,25.54,73.97,60860,65.76,6.14,9,0.3453,0.3862,0.5473,0,0
Delhi,Yamuna Floodplain,30.88,71.59,81078,84.3,7.13,9,30.88,71.59,81078,84.3,7.13,9,0.4313,0.287,0.4856,0,0
Delhi,Nizamuddin Drain,142.46,54.05,55929,77.44,7.07,8,142.46,54.05,55929,77.44,7.07,8,2.6355,0.2928,0.98,1,1
Delhi,Nizamuddin Drain,28.91,30.82,25801,75.96,7.66,3,28.91,30.82,25801,75.96,7.66,3,0.9382,0.2335,0.6986,1,1
Delhi,Nizamuddin Drain,39.18,45.8,40977,71.74,4.89,4,39.18,45.8,40977,71.74,4.89,4,0.8556,0.5109,0.6754,1,1
Delhi,Minto Bridge Underpass,69.07,30.96,75739,51.17,6.45,3,69.07,30.96,75739,51.17,6.45,3,2.2308,0.355,0.98,1,1
Delhi,Nizamuddin Drain,44.43,41.27,81868,75.09,4.04,3,44.43,41.27,81868,75.09,4.04,3,1.0766,0.5965,0.8429,1,1
Delhi,Yamuna Floodplain,43.12,66.69,37272,61.3,7.06,6,43.12,66.69,37272,61.3,7.06,6,0.6465,0.2938,0.5455,0,0
Delhi,Minto Bridge Underpass,50.38,24.45,99401,57.65,7.58,4,50.38,24.45,99401,57.65,7.58,4,2.0603,0.2418,0.98,1,1
Delhi,Yamuna Floodplain,63.21,61.79,94462,50.18,5.51,9,63.21,61.79,94462,50.18,5.51,9,1.0229,0.449,0.7845,1,1
Delhi,Yamuna Floodplain,134.79,24.79,33016,81.81,4.31,3,134.79,24.79,33016,81.81,4.31,3,5.4369,0.5691,0.98,1,1
Delhi,ITO Lowlands,128.6,30.47,83456,91.84,5.84,3,128.6,30.47,83456,91.84,5.84,3,4.2208,0.4155,0.98,1,1
Delhi,Minto Bridge Underpass,72.02,66.67,39810,95.35,6.96,8,72.02,66.67,39810,95.35,6.96,8,1.0803,0.3044,0.7767,1,1
Delhi,Minto Bridge Underpass,58.51,49.95,53980,84.26,5.23,3,58.51,49.95,53980,84.26,5.23,3,1.1713,0.477,0.8906,1,1
Delhi,ITO Lowlands,93.43,45.53,31397,79.2,3.93,3,93.43,45.53,31397,79.2,3.93,3,2.052,0.6068,0.98,1,1
Delhi,ITO Lowlands,88.03,31.22,65254,72.3,3.13,6,88.03,31.22,65254,72.3,3.13,6,2.8195,0.6866,0.98,1,1
Delhi,Nizamuddin Drain,147.58,49.46,40045,61.6,5.23,4,147.58,49.46,40045,61.6,5.23,4,2.9838,0.4766,0.98,1,1
Delhi,Yamuna Floodplain,39.46,20.05,78446,65.35,4.94,6,39.46,20.05,78446,65.35,4.94,6,1.9677,0.5062,0.98,1,1
Delhi,ITO Lowlands,95.84,60.22,27489,89.36,5.09,5,95.84,60.22,27489,89.36,5.09,5,1.5915,0.4909,0.98,1,1
Delhi,ITO Lowlands,143.95,48.36,21996,91.28,3.6,6,143.95,48.36,21996,91.28,3.6,6,2.9765,0.6403,0.98,1,1
Delhi,Yamuna Floodplain,66.29,46.04,54565,59.52,7.26,7,66.29,46.04,54565,59.52,7.26,7,1.4399,0.2743,0.9509,1,1
Delhi,Nizamuddin Drain,60.92,57.42,69294,69.8,3.83,9,60.92,57.42,69294,69.8,3.83,9,1.061,0.6173,0.8398,1,1
Delhi,Minto Bridge Underpass,38.1,31.65,86708,88.48,6.52,4,38.1,31.65,86708,88.48,6.52,4,1.2039,0.3478,0.8665,1,1
Delhi,Nizamuddin Drain,115.64,36.84,44054,83.09,7.65,6,115.64,36.84,44054,83.09,7.65,6,3.1386,0.2349,0.98,1,1
Delhi,ITO Lowlands,113.83,26.67,63965,87.33,5.41,9,113.83,26.67,63965,87.33,5.41,9,4.2678,0.4589,0.98,1,1
Delhi,Nizamuddin Drain,34.97,58.91,90740,78.39,7.85,7,34.97,58.91,90740,78.39,7.85,7,0.5936,0.2151,0.54,0,0
Delhi,Yamuna Floodplain,105.34,54.29,59563,72.53,5.64,5,105.34,54.29,59563,72.53,5.64,5,1.9404,0.4357,0.98,1,1
Delhi,Nizamuddin Drain,84.26,30.87,29327,58.55,3.42,6,84.26,30.87,29327,58.55,3.42,6,2.73,0.6575,0.98,1,1
Delhi,ITO Lowlands,49.58,50.7,95057,53.21,7.47,9,49.58,50.7,95057,53.21,7.47,9,0.9778,0.2533,0.7406,1,1
Delhi,Minto Bridge Underpass,51.17,59.86,21269,89.67,4.58,4,51.17,59.86,21269,89.67,4.58,4,0.8548,0.542,0.751,1,1
Delhi,Nizamuddin Drain,56.42,57.0,93620,73.83,6.07,8,56.42,57.0,93620,73.83,6.07,8,0.9898,0.3929,0.8072,1,1
Delhi,Minto Bridge Underpass,79.14,43.6,44503,84.51,5.28,6,79.14,43.6,44503,84.51,5.28,6,1.815,0.4716,0.98,1,1
Delhi,ITO Lowlands,128.4,40.79,66825,76.53,3.6,4,128.4,40.79,66825,76.53,3.6,4,3.1479,0.6404,0.98,1,1
Delhi,Yamuna Floodplain,17.54,65.88,88159,75.19,7.72,4,17.54,65.88,88159,75.19,7.72,4,0.2663,0.2281,0.3709,0,0
Delhi,ITO Lowlands,98.19,67.34,43548,76.26,4.66,7,98.19,67.34,43548,76.26,4.66,7,1.458,0.5338,0.9203,1,1
Delhi,ITO Lowlands,62.45,25.47,61136,94.45,7.85,6,62.45,25.47,61136,94.45,7.85,6,2.4518,0.215,0.98,1,1
Delhi,Yamuna Floodplain,50.78,54.69,41341,72.17,6.79,8,50.78,54.69,41341,72.17,6.79,8,0.9285,0.3211,0.7104,1,1
Delhi,Nizamuddin Drain,55.48,70.86,66900,55.21,3.86,7,55.48,70.86,66900,55.21,3.86,7,0.783,0.614,0.6412,1,1
Delhi,Nizamuddin Drain,89.97,48.31,23659,91.69,6.72,4,89.97,48.31,23659,91.69,6.72,4,1.8623,0.3283,0.98,1,1
Delhi,Yamuna Floodplain,133.08,58.22,57860,68.13,7.25,6,133.08,58.22,57860,68.13,7.25,6,2.2857,0.2745,0.98,1,1
Delhi,Nizamuddin Drain,124.69,28.83,95148,79.84,7.5,7,124.69,28.83,95148,79.84,7.5,7,4.3247,0.2504,0.98,1,1
Delhi,Yamuna Floodplain,28.77,37.03,74633,71.91,6.35,6,28.77,37.03,74633,71.91,6.35,6,0.777,0.3651,0.6052,1,1
Delhi,Nizamuddin Drain,32.14,40.51,81465,93.43,7.98,7,32.14,40.51,81465,93.43,7.98,7,0.7934,0.2022,0.7177,1,1
Delhi,Nizamuddin Drain,46.11,44.36,62470,59.62,3.65,8,46.11,44.36,62470,59.62,3.65,8,1.0396,0.6348,0.8,1,1
Hyderabad,Madhapur Catchment,196.78,40.9,38836,59.19,3.67,2,196.78,40.9,38836,59.19,3.67,2,4.8118,0.6332,0.98,1,1
Hyderabad,Madhapur Catchment,103.1,56.73,22379,83.99,4.1,7,103.1,56.73,22379,83.99,4.1,7,1.8175,0.5898,0.98,1,1
Hyderabad,Musi River Basin,166.3,43.17,60025,65.15,6.33,2,166.3,43.17,60025,65.15,6.33,2,3.8522,0.3672,0.98,1,1
Hyderabad,Madhapur Catchment,223.37,74.88,64762,82.51,6.82,6,223.37,74.88,64762,82.51,6.82,6,2.9832,0.3177,0.98,1,1
Hyderabad,Begumpet Nala,80.34,74.15,87521,47.21,5.02,5,80.34,74.15,87521,47.21,5.02,5,1.0835,0.4975,0.7584,1,1
Hyderabad,Begumpet Nala,195.23,46.73,60292,53.49,7.76,2,195.23,46.73,60292,53.49,7.76,2,4.178,0.2235,0.98,1,1
Hyderabad,Madhapur Catchment,123.01,31.67,45675,55.73,3.76,6,123.01,31.67,45675,55.73,3.76,6,3.8845,0.6237,0.98,1,1
Hyderabad,Begumpet Nala,119.57,33.4,75104,63.8,3.76,4,119.57,33.4,75104,63.8,3.76,4,3.5797,0.6242,0.98,1,1
Hyderabad,Begumpet Nala,148.09,58.24,18835,68.72,3.53,7,148.09,58.24,18835,68.72,3.53,7,2.5429,0.6467,0.98,1,1
Hyderabad,Khairatabad,127.34,62.52,86143,64.77,5.76,2,127.34,62.52,86143,64.77,5.76,2,2.0368,0.4241,0.98,1,1
Hyderabad,Khairatabad,175.71,47.18,33823,67.33,5.24,5,175.71,47.18,33823,67.33,5.24,5,3.7244,0.4763,0.98,1,1
Hyderabad,Khairatabad,171.05,29.16,78408,91.85,5.42,5,171.05,29.16,78408,91.85,5.42,5,5.8655,0.4579,0.98,1,1
Hyderabad,Khairatabad,211.9,36.04,21317,71.21,3.75,5,211.9,36.04,21317,71.21,3.75,5,5.8802,0.6254,0.98,1,1
Hyderabad,Madhapur Catchment,128.41,39.54,86593,84.45,6.43,6,128.41,39.54,86593,84.45,6.43,6,3.2474,0.3571,0.98,1,1
Hyderabad,Madhapur Catchment,175.25,73.66,33366,45.45,3.84,4,175.25,73.66,33366,45.45,3.84,4,2.3791,0.6161,0.98,1,1
Hyderabad,Begumpet Nala,199.55,25.36,37423,67.81,4.31,6,199.55,25.36,37423,67.81,4.31,6,7.8694,0.5694,0.98,1,1
Hyderabad,Khairatabad,237.24,27.51,81879,50.86,7.83,7,237.24,27.51,81879,50.86,7.83,7,8.6241,0.2174,0.98,1,1
Hyderabad,Musi River Basin,186.92,28.96,19168,81.4,4.1,5,186.92,28.96,19168,81.4,4.1,5,6.4541,0.5895,0.98,1,1
Hyderabad,Khairatabad,77.05,53.1,55879,86.99,5.45,2,77.05,53.1,55879,86.99,5.45,2,1.4511,0.4552,0.98,1,1
Hyderabad,Madhapur Catchment,120.18,44.46,34645,87.72,7.03,4,120.18,44.46,34645,87.72,7.03,4,2.7031,0.2967,0.98,1,1
Hyderabad,Madhapur Catchment,225.06,27.53,28725,58.1,7.81,6,225.06,27.53,28725,58.1,7.81,6,8.1765,0.2185,0.98,1,1
Hyderabad,Begumpet Nala,84.92,72.61,46690,64.03,7.99,4,84.92,72.61,46690,64.03,7.99,4,1.1696,0.2005,0.7254,1,1
Hyderabad,Madhapur Catchment,45.69,46.98,32390,48.49,4.02,3,45.69,46.98,32390,48.49,4.02,3,0.9727,0.5981,0.7345,1,1
Hyderabad,Musi River Basin,119.08,60.64,56258,57.16,5.06,2,119.08,60.64,56258,57.16,5.06,2,1.9637,0.4938,0.98,1,1
